,uid,title,synopsis,members,popularity,ranked,score
1066,2547,Princess Sara,"In the year 1885, the story follows Sarah Crewe, a young daughter of a wealthy English father, Ralph Crewe, living in British-ruled India. She starts attending an all-girl's seminary boarding school in London, where she excels in her studies and is loved deeply by many of her friends and classmates. Tragedy strikes when Sarah's father passes away and her family goes bankrupt, leaving her to become a poor orphan. The school's headmistress, Miss Minchin, takes advantage of this situation and makes her a maid in the school, trying hard to make her life as miserable as possible. However, Sarah, with the help of her friends, perseveres and tries to endure all her hardships until redemption comes at last.  
 
(Source: Wiki)",12864,3901,1020.0,7.75
1067,31592,Pokemon XY&Z,"The journey of Satoshi and his friends through the Kalos region continues! After Satoshi obtains his seventh gym badge, the group is moving toward the next town when Eureka discovers a mysterious Pokemon resting in her pochette. Soon given the name Puni-chan, it is one that even Satoshi and Serena's new Pokemon Zukan cannot identify. However, it quickly becomes apparent that Puni-chan is the target of a mysterious group clad in bright red suits known as Team Flare, aiming to capture the new Pokemon to further their agenda. But when Satoshi and the gang realize that the enigmatic organization has no intention of treating Puni-chan with any decency, they take a stand in opposition to Team Flare's plans, daring to fight back. 
 
With Gojika's predictions looming above them, Satoshi aims for his final gym badge while Serena contests for her last Princess Key in order to be able to compete at the TriPokalon Master Class. But as Team Flare begins to move in search of the mysterious Z, the stories of  Pokemon XY  and  Pokemon XY: Mega Evolution  cross paths as Satoshi and his friends, along with Team Rocket, get caught up in a scheme that could put Kalos in great danger. 
 
[Written by MAL Rewrite]",49461,1922,1019.0,7.75
1068,34428,Overlord Movie 2: Shikkoku no Eiyuu,Second  Overlord  recap film.,37651,2274,1018.0,7.75
1069,18897,Nisekoi,"Raku Ichijou, a first-year student at Bonyari High School, is the sole heir to an intimidating yakuza family. Ten years ago, Raku made a promise to his childhood friend. Now, all he has to go on is a pendant with a lock, which can only be unlocked with the key which the girl took with her when they parted. 
 
Now, years later, Raku has grown into a typical teenager, and all he wants is to remain as uninvolved in his yakuza background as possible while spending his school days alongside his middle school crush Kosaki Onodera. However, when the American Bee Hive Gang invades his family's turf, Raku's idyllic romantic dreams are sent for a toss as he is dragged into a frustrating conflict: Raku is to pretend that he is in a romantic relationship with Chitoge Kirisaki, the beautiful daughter of the Bee Hive's chief, so as to reduce the friction between the two groups. Unfortunately, reality could not be farther from this whopping lie—Raku and Chitoge fall in hate at first sight, as the girl is convinced he is a pathetic pushover, and in Raku's eyes, Chitoge is about as attractive as a savage gorilla.  
 
 Nisekoi  follows the daily antics of this mismatched couple who have been forced to get along for the sake of maintaining the city's peace. With many more girls popping up his life, all involved with Raku's past somehow, his search for the girl who holds his heart and his promise leads him in more unexpected directions than he expects. 
 
[Written by MAL Rewrite]",651656,82,1017.0,7.75
1070,19597,Milk House Dreaming: Ai no Shiki,"An image video, setting watercolors from Yumiko Kawahara's 1983 manga to a series of 11 pop songs. 
 
(Source: ANN)",409,11544,1015.0,7.75
1071,36038,Net-juu no Susume,"For the first time since graduating high school, 30-year-old Moriko Morioka is unemployed—and she couldn't be happier. Having quit her long-standing job of over 11 years, Moriko quickly turns to online games to pass her now-plentiful free time, reinventing herself as the handsome and dashing male hero ""Hayashi"" in the MMO Fruits de Mer. With the pesky societal obligations of the real world out of the way, she blissfully dives headfirst into the realm of the game, where she promptly meets the kind and adorable healer Lily. Befriending each other almost instantly, the two become inseparable just as Moriko herself becomes more and more engrossed in her new ""life"" as Hayashi. Eventually, Moriko adopts the reclusive lifestyle in its entirety, venturing out from the safety of her apartment only when absolutely necessary. 
 
Meanwhile, unbeknownst to Moriko, a timid 28-year-old corporate worker named Yuuta Sakurai has also logged onto Fruits de Mer from the other side of town. Coincidentally bumping into each other at the convenience store one night, both write off their meeting as no more than just another awkward encounter with a stranger—however, fate has more in store for them than they think. 
 
[Written by MAL Rewrite]",270085,368,1016.0,7.75
1072,444,Maria-sama ga Miteru: Haru,"The spring term is beginning for the students at Lillian Girls' Academy. Friends are reunited, but for the Yamayuri Council, it's a bittersweet time. Yoko, Eriko, and Sei are busy preparing to depart Lillian while Sachiko, Rei, and Shimako are doing their best to ensure that their dear sisters receive a memorable commencement. 
 
Sei's departure will leave a sizable hole in the White Roses, and filling it won't be easy. But is there anyone who could appeal to Shimako enough to become the next Rosa Gigantea en bouton? 
 
(Source: RightStuf)",20099,3191,1014.0,7.75
1073,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"After a long journey, Kino and Hermes finally arrive at their destination—a very beautiful and clean country with many skyscrapers. Unlike the other places they have visited so far, the country's landscape is a little peculiar. Although the countryside appears to be farmland, the area seems to be abandoned. Filled with old and damaged buildings, there is no sign of life. In contrast, the city is hidden within a mountain, confined under a fabricated sky that is generated by advanced technology. The highly developed city is focused on healthcare, practicing strict hygiene regulations and aiming to turn its citizens into the healthiest of people. 
 
However, despite being in a beautiful and clean environment, Kino cannot help but feel a sense of uneasiness. The town's air slightly contains a peculiar smell, and there are no birds to be seen flying in the skies, bringing a sense of mystery and dizziness to the scenery. After all, as an experienced traveler, Kino knows that looks can be deceiving and that the town may not be what they had initially expected. 
 
[Written by MAL Rewrite]",36225,2309,1013.0,7.75
1074,32491,Kanojo to Kanojo no Neko: Everything Flows,"For the longest time, it's just been the two of them. ""Kanojo"" and her cat Daru are inseparable, having grown up together. Now a junior in college, Tomoka—her roommate of a year and a half—moves out of their shared apartment, and in order to keep her living space, Kanojo must find a job. Day by day, Daru watches her continued efforts from a cat's-eye view, eagerly awaiting his owner's return. When she gets back, once again, it's just she and her cat. 
 
 Kanojo to Kanojo no Neko: Everything Flows  is a charming short series about the bond between a pet and his owner. 
 
[Written by MAL Rewrite]",77427,1390,1012.0,7.75
1075,1888,Ichigo Mashimaro OVA,"Based on Barasui's manga series, Ichigo Mashimaro follows the life of Nobue Itou, her younger sister Chika, and her friends. The basic premise of the show can be summed up in ""cute girls do cute things in cute ways"", be it trying to quit smoking, going outside to play, celebrating a holiday, or doing school work. This OVA picks up where the series left off, continuing the adventures of your everyday life, only cuter.  
 
(Source: AniDB)",18875,3284,1011.0,7.75
1076,15195,Hetalia: The Beautiful World,The fifth season of  Hetalia .,52771,1834,1010.0,7.75
1077,978,Change!! Getter Robo: Sekai Saigo no Hi,"Dr. Saotome returns from the dead after being seemingly murdered by Getter pilot Nagare Ryoma and threatens the world with his ultimate creation: the Shin Dragon. Ryoma reluctantly teams up with his former co-pilots Jin Hayato and Tomoe Mushashi to combat Dr. Saotome. The pilots must also deal with the mysterious Invaders, aliens that have the ability to possess humans and warp their flesh to form hideous creatures. 
 
(Source: Nihon Review)",9391,4456,1009.0,7.75
