show_id,listed_in,Comedy,Drama,International,Action,Suspense,Documentary,Fantasy,Kids,Special Interest,Science Fiction,Adventure,Horror,Sports,Talk Show and Variety,Anime,Arts,Entertainment,and Culture,TV Shows,Animation,Music Videos and Concerts,Fitness,Faith and Spirituality,Military and War,Western,LGBTQ,Romance,Unscripted,Young Adult Audience,Arthouse,Historical
a-s1757,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1758,"Comedy, Drama, Suspense",1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1759,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1760,Music Videos and Concerts,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
a-s1761,"Arts, Entertainment, and Culture, Comedy",1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1762,"Drama, International, Romance",,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1763,"Action, Adventure, Documentary",,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
a-s1764,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1765,"Animation, Kids",,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
a-s1766,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1767,"Drama, International",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1771,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1772,"Fitness, Special Interest",,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
a-s1773,Action,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1774,Music Videos and Concerts,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
a-s1775,"Drama, International",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1776,"Action, Anime, International",,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,
a-s1777,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1778,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1779,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1780,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1781,"Comedy, Drama, Suspense",1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1782,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1783,"International, Science Fiction, Suspense",,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
a-s1784,"Comedy, Drama, International",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1785,"Action, Drama",,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1786,Western,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
a-s1787,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1788,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1789,Western,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
a-s1790,"Action, Drama",,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1793,"Action, Drama, Suspense",,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1794,"Action, Arthouse, Arts, Entertainment, and Culture",,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,
a-s1795,"Comedy, International, Romance",1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1796,"Comedy, Romance",1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1797,Faith and Spirituality,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
a-s1798,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1799,"Comedy, LGBTQ",1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
a-s1800,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1801,"Drama, Romance",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1802,"Arthouse, Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
a-s1803,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1804,"Drama, Romance",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1805,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1806,"Anime, Drama, International",,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
a-s1807,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1808,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1809,"Adventure, Drama",,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
a-s1810,Special Interest,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1811,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1812,"Comedy, Drama, Suspense",1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1813,"Horror, Suspense",,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
a-s1814,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1815,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1816,"Drama, Horror",,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
a-s1817,"Horror, Suspense",,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
a-s1818,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1819,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1820,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1821,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1822,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1824,"Animation, Kids",,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
a-s1826,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1827,"Comedy, International, Special Interest",1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1828,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1831,"Horror, Science Fiction",,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
a-s1832,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1833,Special Interest,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1834,"Action, Suspense",,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1835,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1836,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1838,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1839,Suspense,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1840,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1842,"Drama, Historical",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
a-s1843,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1844,"Adventure, Comedy, Drama",1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
a-s1845,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1846,"Kids, Special Interest",,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
a-s1847,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1848,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1849,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1850,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1851,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1852,"Documentary, Sports",,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
a-s1854,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1855,"Drama, Suspense",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1856,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1857,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1858,"Fantasy, Kids, Suspense",,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1859,"Drama, Suspense",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1860,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1861,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1862,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1863,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1864,"Documentary, Faith and Spirituality, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,
a-s1865,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1867,"Arthouse, Comedy, Romance",1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
a-s1868,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1869,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1870,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1871,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1872,"Action, Drama, Suspense",,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1873,"Arts, Entertainment, and Culture, Comedy",1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1874,"Arts, Entertainment, and Culture",,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1875,"Animation, International, Kids",,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
a-s1876,"Arts, Entertainment, and Culture",,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1877,"Arts, Entertainment, and Culture, Music Videos and Concerts",,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,
a-s1878,"Animation, Kids",,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
a-s1879,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1880,"Action, Animation, Kids",,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
a-s1881,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1882,Action,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1883,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1884,"Drama, Romance",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1885,"Action, Adventure, International",,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
a-s1887,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1888,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1889,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1890,"Animation, Kids, Special Interest",,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,
a-s1891,"Kids, Special Interest",,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
a-s1892,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1893,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1894,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1895,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1896,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1897,"Documentary, Sports",,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
a-s1898,Suspense,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1899,"Comedy, LGBTQ",1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
a-s1900,"Action, Adventure, Suspense",,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
a-s1901,"Comedy, Talk Show and Variety",1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
a-s1902,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1903,"Action, Adventure, Anime",,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
a-s1904,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1905,"Comedy, Sports",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
a-s1906,"Documentary, International",,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1907,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1908,"Drama, Suspense",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1909,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1910,"Comedy, Drama, Romance",1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1912,"Action, International",,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1913,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1916,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1917,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1918,Action,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1919,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1920,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1921,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1922,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1923,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1924,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1925,"Documentary, Kids",,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1926,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1927,Horror,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
a-s1928,Action,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1929,"Action, Suspense",,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1930,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1931,"Action, Comedy, Fantasy",1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
a-s1932,"Action, Adventure, Drama",,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
a-s1933,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1934,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1935,"Drama, Faith and Spirituality, Kids",,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
a-s1936,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1937,"Documentary, Drama",,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1938,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1939,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1940,"Documentary, Suspense",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1941,Special Interest,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1946,"Comedy, Kids",1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1948,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1949,"Action, Sports, Suspense",,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
a-s1950,Action,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1951,"Arts, Entertainment, and Culture, Comedy, Documentary",1,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1952,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1953,"Arts, Entertainment, and Culture, Comedy",1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1954,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1955,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1956,"Action, Drama, Historical",,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
a-s1957,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1958,"Action, Animation, Anime",,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,
a-s1959,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1960,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1961,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1962,International,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1963,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1964,Suspense,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1965,TV Shows,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
a-s1966,Suspense,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1968,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1969,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1970,Science Fiction,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
a-s1971,"Drama, International, Romance",,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1972,"Comedy, Drama, Romance",1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
a-s1973,"Animation, Kids",,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
a-s1974,"Action, Adventure, Drama",,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
a-s1975,"Anime, Comedy, International",1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
a-s1976,Anime,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
a-s1979,"Action, International",,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1980,"Action, Adventure, International",,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
a-s1983,"Arts, Entertainment, and Culture",,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s1984,"Action, International",,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1990,"Animation, Kids",,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
a-s1991,Kids,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s1992,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1993,"Kids, Special Interest",,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
a-s1994,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s1995,Action,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1996,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1997,"Comedy, Talk Show and Variety",1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
a-s1998,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s1999,"Action, Comedy, Documentary",1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2000,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s2001,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2002,Comedy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2003,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2004,Music Videos and Concerts,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
a-s2005,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2006,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2007,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2008,"Horror, Unscripted",,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,
a-s2010,Horror,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
a-s2011,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2012,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s2013,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2014,Music Videos and Concerts,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
a-s2015,"Documentary, Sports",,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
a-s2016,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2017,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2018,Music Videos and Concerts,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
a-s2019,"Comedy, Kids",1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
a-s2020,"Arts, Entertainment, and Culture",,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2021,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2022,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2023,"Drama, Fantasy, Kids",,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
a-s2024,"Drama, Fantasy, Kids",,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
a-s2025,"Adventure, Fantasy",,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
a-s2026,"Arts, Entertainment, and Culture, Comedy",1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2027,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2028,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2029,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2030,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2031,Special Interest,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s2032,"Documentary, Special Interest",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s2033,"Arts, Entertainment, and Culture, Comedy, Unscripted",1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,,,
a-s2034,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2035,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2036,"Drama, Science Fiction",,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
a-s2037,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2038,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2039,"Animation, Kids",,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
a-s2040,"Comedy, Drama",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2041,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2042,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2043,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2044,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2046,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2047,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2048,"Action, Comedy",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2049,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2050,"Arts, Entertainment, and Culture, Comedy",1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2051,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2052,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2053,"Action, Western",,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,
a-s2054,"Drama, Suspense",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2055,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2056,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2057,"Arts, Entertainment, and Culture, Comedy, Special Interest",1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,
a-s2058,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2059,"Special Interest, Unscripted",,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,
a-s2060,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2061,Unscripted,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
a-s2062,Special Interest,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s2063,Special Interest,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
a-s2064,"Drama, International",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2065,Documentary,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2066,"Action, International",,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-s2068,Drama,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
