show_id,listed_in,Animation,Family,Comedy,Musical,Docuseries,Historical,Music,Biographical,Documentary,Action-Adventure,Superhero,Reality,Survival,Animals & Nature,Kids,Coming of Age,Drama,Fantasy,Lifestyle,Movies,Fantasy,Concert Film,Crime,Sports,Anthology,Medical,Variety,Spy/Espionage,Buddy,Parody,Game Show / Competition,Romance,Anime,Romantic Comedy,Thriller,Police/Cop,Talk Show,Western,Dance,Series,Mystery,Soap Opera / Melodrama,Disaster,Travel
d-s1089,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1090,"Comedy, Fantasy",,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1091,"Animation, Buddy, Comedy",1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1092,"Animation, Buddy, Comedy",1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1093,"Drama, Sports",,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s1094,"Comedy, Fantasy",,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1095,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1096,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1097,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1098,"Anthology, Comedy, Kids",,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s1099,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1101,"Comedy, Science Fiction",,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1102,"Animation, Kids",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1103,"Action-Adventure, Mystery, Thriller",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
d-s1104,"Coming of Age, Drama, Family",,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1105,"Coming of Age, Drama, Family",,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1106,"Comedy, Family, Fantasy",,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1107,"Coming of Age, Fantasy",,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1108,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1109,"Animals & Nature, Drama, Family",,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1110,"Action-Adventure, Animation, Musical",1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1111,"Comedy, Family, Fantasy",,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1112,"Drama, Fantasy",,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1113,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1114,"Action-Adventure, Animals & Nature, Comedy",,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1115,"Docuseries, Historical",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1116,Kids,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1117,Documentary,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1118,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1119,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1120,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1121,"Action-Adventure, Family, Fantasy",,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1122,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1123,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1124,"Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1125,"Comedy, Coming of Age, Kids",,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1126,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1127,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1128,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1129,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1130,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1131,"Animals & Nature, Animation, Family",1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1132,"Action-Adventure, Fantasy",,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1133,"Action-Adventure, Fantasy",,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1134,"Action-Adventure, Fantasy",,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1135,"Anthology, Comedy, Family",,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s1136,"Comedy, Coming of Age, Music",,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1137,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1138,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1139,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1140,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1141,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1142,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1143,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1144,"Coming of Age, Drama, Family",,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1145,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1146,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1147,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1148,"Buddy, Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1149,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1150,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1151,"Biographical, Drama, Sports",,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s1152,"Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1153,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1154,"Comedy, Coming of Age, Drama",,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1155,"Animals & Nature, Coming of Age, Family",,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1156,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1157,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1158,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1159,"Animation, Drama, Family",1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1160,"Drama, Historical, Sports",,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s1161,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1162,"Action-Adventure, Family, Science Fiction",,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1163,"Family, Fantasy",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1164,"Action-Adventure, Family, Fantasy",,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1165,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1166,"Buddy, Family, Sports",,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
d-s1167,"Animation, Comedy, Coming of Age",1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1168,"Coming of Age, Drama",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1169,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1170,"Animals & Nature, Docuseries, Family",,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1171,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1172,"Documentary, Family",,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1173,"Biographical, Drama, Historical",,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1174,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1175,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1176,"Animals & Nature, Comedy, Family",,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1177,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1178,"Fantasy, Musical",,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1179,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1181,"Documentary, Family",,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1182,"Action-Adventure, Animals & Nature, Documentary",,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1183,"Animation, Fantasy, Kids",1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1184,"Animals & Nature, Biographical, Drama",,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1185,"Documentary, Historical",,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1186,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1187,"Animals & Nature, Documentary",,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1188,"Buddy, Comedy, Coming of Age",,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1189,"Action-Adventure, Animals & Nature, Documentary",,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1190,"Comedy, Coming of Age, Music",,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1191,"Action-Adventure, Coming of Age, Family",,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1192,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1193,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1194,"Comedy, Crime, Family",,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
d-s1195,"Comedy, Family, Music",,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1196,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1197,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1198,"Comedy, Coming of Age, Drama",,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1199,"Animation, Buddy, Family",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1200,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1201,"Comedy, Family, Sports",,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s1202,"Comedy, Family, Fantasy",,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1203,"Fantasy, Kids, Mystery",,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
d-s1204,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1205,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1206,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1207,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1208,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1209,"Action-Adventure, Animation, Anthology",1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s1210,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1211,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1212,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1213,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1214,Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
d-s1215,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1216,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1217,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1218,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1219,"Action-Adventure, Science Fiction",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1220,"Comedy, Coming of Age, Music",,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1221,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1222,"Comedy, Family, Science Fiction",,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1223,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1224,Documentary,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1225,"Comedy, Coming of Age, Music",,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1226,"Action-Adventure, Animals & Nature, Family",,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1227,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1228,"Action-Adventure, Family, Survival",,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1229,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1230,"Action-Adventure, Western",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
d-s1231,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1232,"Animation, Coming of Age, Fantasy",1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1233,"Action-Adventure, Animation",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1234,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1235,"Fantasy, Musical",,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1236,"Coming of Age, Fantasy, Musical",,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1238,"Animals & Nature, Comedy, Family",,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1239,"Animals & Nature, Comedy, Family",,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1240,"Comedy, Family, Science Fiction",,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
d-s1241,"Animation, Kids",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1242,"Action-Adventure, Comedy, Family",,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1243,"Action-Adventure, Coming of Age, Drama",,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1244,"Action-Adventure, Animation, Anthology",1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s1245,"Buddy, Coming of Age, Family",,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1246,"Animals & Nature, Documentary, Family",,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1247,"Comedy, Family, Western",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
d-s1248,"Comedy, Family, Western",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
d-s1249,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1250,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1251,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1252,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1253,"Animation, Family, Kids",1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1254,"Animals & Nature, Drama, Family",,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1255,"Animation, Family, Musical",1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1256,"Animals & Nature, Drama, Family",,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1257,"Action-Adventure, Animation, Coming of Age",1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1258,"Action-Adventure, Science Fiction, Thriller",,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
d-s1260,"Animation, Anthology, Kids",1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
d-s1261,"Comedy, Kids",,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1262,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1263,"Action-Adventure, Family, Western",,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
d-s1264,"Coming of Age, Drama, Music",,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1265,"Coming of Age, Drama, Music",,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1266,"Comedy, Coming of Age, Music",,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1267,"Crime, Drama, Family",,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
d-s1268,"Action-Adventure, Family, Fantasy",,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1269,"Action-Adventure, Family, Fantasy",,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1270,"Biographical, Drama",,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1271,"Comedy, Crime, Science Fiction",,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
d-s1272,"Comedy, Music",,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1273,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1274,"Action-Adventure, Comedy",,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1276,"Action-Adventure, Animation, Buddy",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1277,"Action-Adventure, Animation, Buddy",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1278,"Comedy, Family, Sports",,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s1279,"Comedy, Family, Fantasy",,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1280,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1281,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1282,"Action-Adventure, Animation, Buddy",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
d-s1283,"Comedy, Crime, Family",,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
d-s1284,"Biographical, Sports",,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
d-s1285,"Comedy, Family, Fantasy",,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1286,"Animation, Comedy, Family",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1288,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1289,"Docuseries, Historical",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1290,"Action-Adventure, Animals & Nature, Family",,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1291,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1292,"Action-Adventure, Coming of Age, Drama",,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1293,"Action-Adventure, Animation, Kids",1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1294,"Action-Adventure, Coming of Age, Family",,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1295,"Animation, Family, Fantasy",1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1296,"Action-Adventure, Animation, Comedy",1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d-s1297,"Action-Adventure, Animation, Family",1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
