show_id,title,recommended_animes
n-s3585,Super Monsters Back to School,"['Hime-chan no Ribbon', 'Trigun', 'Robot Carnival', 'Aa! Megami-sama!', 'Lost Universe']"
n-s3586,The King's Avatar,"['Tonari no Totoro', ""B'T X"", 'Vandread', 'Devilman: Yochou Sirene-hen', 'Hachimitsu to Clover']"
n-s3587,The Little Switzerland,"['Doraemon Movie 04: Nobita no Kaitei Kiganjou', 'Ryuusei no Rockman', 'Lupin III: Nusumareta Lupin', 'Irregular Hunter X: The Day of Sigma', 'Ueki no Housoku']"
n-s3588,Victim Number 8,"['Ryuusei no Rockman', 'Keroro Gunsou Movie 1', 'Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal', 'Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari', 'Shoujo Kakumei Utena: Adolescence Mokushiroku']"
n-s3589,Cannon Busters,"['YAT Anshin! Uchuu Ryokou 2', 'Bubblegum Crisis', 'IGPX: Immortal Grand Prix (2005)', 'Ginga Eiyuu Densetsu Gaiden (1999)', 'Sola Specials']"
n-s3590,Sacred Games,"['Shoujo Kakumei Utena: Adolescence Mokushiroku', 'Boku no Chikyuu wo Mamotte', 'Planetes', 'Ayashi no Ceres', 'Cardcaptor Sakura Movie 2: Fuuin Sareta Card']"
n-s3591,Til Death Do Us Part,"['Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Fushigi Yuugi', 'Aria The Animation', 'Ojamajo Doremi Sharp Movie', 'Tokimeki Tonight']"
n-s3592,Whindersson Nunes: Adult,"['Kaze no Youjinbou', 'Shakugan no Shana Movie', 'JoJo no Kimyou na Bouken: Adventure', 'Minami-ke Okawari', 'Dirty Pair: The Movie']"
n-s3593,Happy Jail,"['Doubutsu no Mori', 'Tottemo! Luckyman', 'Tenchi Muyou!', 'Aa! Megami-sama!: Sorezore no Tsubasa Specials', 'Dragon Quest: Abel Yuusha Densetsu']"
n-s3594,Uyare,"['Anime Himitsu no Hanazono', 'Roujin Z', 'Little Nemo', 'Akira', 'Aria The Animation']"
n-s3595,90 ML,"['Tales of Symphonia The Animation: Sylvarant-hen', 'Shuffle!', 'Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu', 'Majin Tantei Nougami Neuro', 'Nanatsu no Umi no Tico']"
n-s3596,Calum von Moger: Unbroken,"['Hokuto no Ken: Raoh Gaiden Gekitou-hen', 'Moonlight Mile 2nd Season: Touch Down', 'Kanon', 'Cyborg 009: The Cyborg Soldier', 'Ikoku Irokoi Romantan']"
n-s3597,Hasta los dientes,"['Wangan Midnight', 'Aishiteruze Baby★★', 'Doraemon Movie 10: Nobita no Nippon Tanjou', 'Space Adventure Cobra', 'Doraemon Movie 13: Nobita to Kumo no Oukoku']"
n-s3598,Knightfall,"['Doraemon: 2112-nen Doraemon Tanjou', 'Saint Seiya: Tenkai-hen Josou - Overture', 'Wonderful Days', 'Ginga Eiyuu Densetsu Gaiden', 'Ayakashi: Japanese Classic Horror']"
n-s3599,DC Super Hero Girls,"['Clannad Movie', 'xxxHOLiC Kei', 'Meitantei Holmes', 'Future GPX Cyber Formula 11', 'Doraemon Movie 07: Nobita to Tetsujin Heidan']"
n-s3600,Colin Quinn: Red State Blue State,"['Shinreigari', 'Muteki Choujin Zanbot 3', 'Bubblegum Crisis', 'Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki', 'Pokemon: Mewtwo! Ware wa Koko ni Ari']"
n-s3601,GLOW,"['Kaitou Saint Tail', 'Code Geass: Hangyaku no Lelouch Recaps', 'Minky Momo in Yume ni Kakeru Hashi', 'Baccano! Specials', 'Kyou kara Maou! R']"
n-s3602,IZombie,"['Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo', 'Loveless', 'Taiho Shichau zo Special', 'Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru', 'Seikai no Senki']"
n-s3603,Jaoon Kahan Bata Ae Dil,"['Heppoko Jikken Animation Excel♥Saga', 'Hayate no Gotoku!', 'Kure-nai', 'Hanbun no Tsuki ga Noboru Sora', 'Shuffle!']"
n-s3604,Rocko's Modern Life: Static Cling,"['Baccano! Specials', 'Slayers Excellent', 'Yuusha Shirei Dagwon', 'Ginga Nagareboshi Gin', 'Mushrambo']"
n-s3605,Sintonia,"['Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven', 'Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi', 'Shuffle!', 'Kyouran Kazoku Nikki', 'Nanatsu no Umi no Tico']"
n-s3606,The Family,"['Kanojo to Kanojo no Neko', 'Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal', 'Galaxy Angel 3', 'Taiho Shichau zo Special', 'Lodoss-tou Senki']"
n-s3607,Bad Guys,"['Usavich II', 'Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki', 'Glass no Kamen', 'Shoubushi Densetsu Tetsuya', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori']"
n-s3608,Dollar,"['Iria: Zeiram The Animation', 'After War Gundam X', 'Evangelion: 3.0 You Can (Not) Redo', 'Aoki Ryuusei SPT Layzner', 'Tenkuu no Shiro Laputa']"
n-s3609,Jane The Virgin,"['HeatGuy J Special', 'Mobile Suit Gundam', 'Lupin III: Moeyo Zantetsuken!', 'Scrapped Princess', 'Touch']"
n-s3610,Let's Eat 2,"['Ojamajo Doremi Sharp', 'Tales of Symphonia The Animation: Sylvarant-hen', 'SF Saiyuuki Starzinger', 'Jigoku Shoujo Mitsuganae', 'Mazinkaiser: Shitou! Ankoku Dai Shogun']"
n-s3611,Let’s Eat,"['Gunnm', 'R.O.D: Read or Die', 'Maria-sama ga Miteru', 'Jigoku Shoujo Mitsuganae', 'Ouran Koukou Host Club']"
n-s3612,Misaeng,"['Chicchana Yukitsukai Sugar Specials', 'Sentou Mecha Xabungle', 'Murder Princess', 'Taiho Shichau zo Special', 'Lupin III: Alcatraz Connection']"
n-s3613,Oh My Ghost,"['El Hazard: The Wanderers', 'Ai Yori Aoshi', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Fuyu no Semi', 'Stratos 4 Advance Kanketsu-hen']"
n-s3614,Reply 1994,"['Doraemon Movie 13: Nobita to Kumo no Oukoku', 'Galaxy Angel 3', 'Musekinin Kanchou Tylor', 'Ojamajo Doremi Sharp', 'Street Fighter II V']"
n-s3615,Reply 1997,"['Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!', 'Ginga Nagareboshi Gin', 'Ochame na Futago: Claire Gakuin Monogatari', 'Bakuten Shoot Beyblade G Revolution', 'Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi']"
n-s3616,Wu Assassins,"['Stratos 4 Advance Kanketsu-hen', 'Saint Seiya: Tenkai-hen Josou - Overture', 'Oruchuban Ebichu', 'Evangelion: 3.0 You Can (Not) Redo', 'Ganbarist! Shun']"
n-s3617,Badla,"['Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Legend of Basara', 'Lodoss-tou Senki', 'Akazukin Chacha OVA', 'Hayate no Gotoku!']"
n-s3618,Theo Von: No Offense,"['Mazinkaiser: Shitou! Ankoku Dai Shogun', 'Galaxy Angel 3', 'School Rumble: Ichi Gakki Hoshuu', 'Scrapped Princess', 'Mobile Suit Gundam 0083: Stardust Memory']"
n-s3619,Crazy Beautiful You,"['Elf wo Karu Mono-tachi', 'HeatGuy J', 'X', 'Sei Juushi Bismarck', 'Gokusen']"
n-s3620,I'm Brent Morin,"['Patalliro!', 'Yomigaeru Sora: Rescue Wings', 'Gravitation: Lyrics of Love', 'Jungle wa Itsumo Hare nochi Guu Final', 'School Rumble: Ichi Gakki Hoshuu']"
n-s3621,Jim Jefferies : BARE,"['Hunter x Hunter: Greed Island', 'Montana Jones', 'Ushio to Tora', 'Saber Marionette J Again', 'Seikai no Senki Special']"
n-s3622,Screwball,"['Glass no Kamen (2005)', 'Mahou no Stage Fancy Lala', 'Switch', 'Captain Tsubasa', 'Uchuu Senkan Yamato III']"
n-s3623,Sebastian Maniscalco: Why Would You Do That,"['Galaxy Angel Z', 'Masuda Kousuke Gekijou Gag Manga Biyori', 'El Hazard: The Wanderers', 'Aishiteruze Baby★★', 'Hunter x Hunter']"
n-s3624,Enter the Anime,"['Flanders no Inu (Movie)', 'Jigoku Sensei Nube OVA', 'Love Hina Final Selection', 'Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi', 'Doraemon Movie 15: Nobita to Mugen Sankenshi']"
n-s3625,No Good Nick,"['Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!', 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Robot Carnival', 'Honoo no Toukyuuji: Dodge Danpei']"
n-s3626,No One Will Ever Know,"['JoJo no Kimyou na Bouken: Adventure', 'Blood+', 'Mobile Suit Gundam SEED C.E.73: Stargazer', 'Versailles no Bara', 'R.O.D: Read or Die']"
n-s3627,Misfit,"['Switch', 'Giant Gorg', 'Ojamajo Doremi Sharp', 'Elf wo Karu Mono-tachi', 'Sousei no Aquarion']"
n-s3628,Basketball or Nothing,"['Koi Kaze', 'Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi', 'Jungle wa Itsumo Hare nochi Guu', 'Paniponi Dash!', 'Slayers Next']"
n-s3629,Léa & I,"['Maria-sama ga Miteru 4th', 'Nanatsu no Umi no Tico', 'Aa! Megami-sama!', 'One Piece Movie 2: Nejimaki-jima no Daibouken', 'Kikou Souseiki Mospeada']"
n-s3630,Otherhood,"['Lupin III: Part II', 'Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu', 'Jigoku Shoujo Mitsuganae', 'Takarajima', 'Mobile Suit Gundam']"
n-s3631,Uriyadi 2,"['Chicchana Yukitsukai Sugar Specials', 'Kidou Keisatsu Patlabor 2 the Movie', 'Zero no Tsukaima', 'Ninja Senshi Tobikage', 'Legend of Basara']"
n-s3632,Manu,"['Lodoss-tou Senki', 'Aria The Animation', 'Iblard Jikan', 'Kurogane no Linebarrels', 'Akazukin Chacha OVA']"
n-s3633,Sleepless Society: Nyctophobia,"['Hello! Sandybell', 'JoJo no Kimyou na Bouken: Adventure', 'Tenchi Muyou! Manatsu no Eve', 'Mobile Suit Gundam SEED C.E.73: Stargazer', 'Kurenai no Buta']"
n-s3634,The Letdown,"['Gokusen', 'Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu', 'Tenchi Muyou! GXP', 'Tenchi Muyou! Manatsu no Eve', 'Urusei Yatsura']"
n-s3635,The Red Sea Diving Resort,"['Masuda Kousuke Gekijou Gag Manga Biyori 2', 'Zegapain', 'Ranma ½ OVA', 'Kimagure Orange☆Road: Ano Hi ni Kaeritai', 'Naruto: Shippuuden']"
n-s3636,Whitney Cummings: Can I Touch It?,"['Sei Juushi Bismarck', 'Gokusen', 'Elf wo Karu Mono-tachi', 'Uchuu Kaizoku Captain Herlock', 'The Third: Aoi Hitomi no Shoujo']"
n-s3637,Twelve Forever,"['Aria The Animation', 'Gegege no Kitarou (2007)', 'Eikoku Koi Monogatari Emma: Molders-hen', 'Inukami!', 'Macross Plus']"
n-s3638,Boi,"['Lodoss-tou Senki', 'El Hazard: The Wanderers', 'Soukyuu no Fafner: Dead Aggressor', 'Boku no Chikyuu wo Mamotte', 'Irregular Hunter X: The Day of Sigma']"
n-s3639,Eerie,"['Lupin III: Part II', 'Ai Yori Aoshi', 'Taiho Shichau zo Special', 'Doraemon Movie 23: Nobita to Robot Kingdom', 'Paprika']"
n-s3640,Girls With Balls,"['Giant Gorg', 'Shin Getter Robo tai Neo Getter Robo', 'Fushigi Yuugi', 'Sky Girls', 'Simoun']"
n-s3641,My First First Love,"['Aa! Megami-sama! (TV)', 'Tales of Symphonia The Animation: Sylvarant-hen', 'Doraemon Movie 05: Nobita no Makai Daibouken', 'Shuffle!', 'Stop!! Hibari-kun!']"
n-s3642,The Son,"['Irregular Hunter X: The Day of Sigma', 'Mushrambo', 'Digimon Adventure: Bokura no War Game!', 'Kurogane no Linebarrels', 'Azumanga Daioh']"
n-s3643,Another Life,"['RD Sennou Chousashitsu', 'Junjou Romantica', 'Yes! Precure 5', 'Daicon Opening Animations', 'Hunter x Hunter: Greed Island']"
n-s3644,The Great Hack,"['Ojamajo Doremi Sharp Movie', 'Seikai no Senki III', 'Doraemon Meets Hattori the Ninja', 'Tokyo Godfathers', 'Jungle wa Itsumo Hare nochi Guu Final']"
n-s3645,Beat Bugs,"['Doraemon Movie 20: Nobita no Uchuu Hyouryuuki', 'Saber Marionette J to X', 'Mobile Suit Gundam 00', 'Bokura no', 'Takarajima']"
n-s3646,D.L. Hughley: Contrarian,"['Macross Plus Movie Edition', 'Area 88', 'Minky Momo in Yume ni Kakeru Hashi', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Urusei Yatsura']"
n-s3647,Demetri Martin: The Overthinker,"['Gankutsuou', 'Ginga Tetsudou no Yoru', 'El Hazard: The Wanderers', 'Taiho Shichau zo (TV)', 'Chirin no Suzu']"
n-s3648,The Beast Stalker,"['Bleach: The Sealed Sword Frenzy', 'One Piece: Jango no Dance Carnival', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Akazukin Chacha OVA', 'Bakumatsu Kikansetsu Irohanihoheto']"
n-s3649,The Midas Touch,"['Tenkuu no Shiro Laputa', 'Iria: Zeiram The Animation', 'Magic Knight Rayearth', 'Doraemon Movie 12: Nobita no Dorabian Nights', 'Hunter x Hunter: Greed Island']"
n-s3650,The Twins Effect II,"['Nerima Daikon Brothers', 'Sola Specials', 'Hidamari Sketch x 365', 'Bleach: Memories in the Rain', 'Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture']"
n-s3651,Twins Mission,"['Shin Getter Robo', 'Negima!? Natsu Special!?', 'Chou Denji Machine Voltes V', 'Karin', 'D.C.II S.S.: Da Capo II Second Season']"
n-s3652,Sexy Central,"['Cybersix', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Ranma ½: Yomigaeru Kioku', 'Hayate no Gotoku!', 'Jungle wa Itsumo Hare nochi Guu Final']"
n-s3653,"¡Ay, mi madre!","['HeatGuy J Special', 'Tenchi Muyou! Manatsu no Eve', 'Elf wo Karu Mono-tachi', 'Hokuto no Ken 2', 'Hello! Sandybell']"
n-s3654,Comedians in Cars Getting Coffee,"['Pokemon Movie 08: Mew to Hadou no Yuusha Lucario', 'Final Fantasy VII: Last Order', 'Ushiro no Shoumen Daare', 'Over Drive', ""Wolf's Rain""]"
n-s3655,The Epic Tales of Captain Underpants,"['Doraemon Movie 11: Nobita to Animal Planet', 'Bubblegum Crisis', 'Tonari no Totoro', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Densetsu Kyojin Ideon']"
n-s3656,Typewriter,"['Robot Carnival', 'Ai Yori Aoshi', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Versailles no Bara', 'Lupin III: Part II']"
n-s3657,Rookie Historian Goo Hae-Ryung,"['Shadow Skill: Eigi', 'Fuyu no Semi', 'Seisenshi Dunbine', 'Bleach Movie 1: Memories of Nobody', 'Red Baron']"
n-s3658,Secret Obsession,"['Suzuka', 'Honoo no Toukyuuji: Dodge Danpei', 'Digimon Adventure: Bokura no War Game!', 'Rockman.EXE Axess', 'Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks']"
n-s3659,Mauli,"['Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin', 'Ayashi no Ceres', 'Cardcaptor Sakura Movie 2: Fuuin Sareta Card', 'Street Fighter II Movie', 'Ginga Eiyuu Densetsu']"
n-s3660,Pinky Malinky,"['Hajime no Ippo: Champion Road', 'Galaxy Angel Z', 'Sentou Yousei Yukikaze', 'Gunnm', 'Haibane Renmei']"
n-s3661,Unrequited Love,"['Hajime no Ippo: Champion Road', 'Aria The Animation', 'Bouken Ou Beet', 'Kyoushoku Soukou Guyver II', 'Ojamajo Doremi Sharp']"
n-s3662,Bogda,"['Pokemon Advanced Generation', 'R.O.D: Read or Die', 'JoJo no Kimyou na Bouken: Adventure', 'Doraemon Movie 06: Nobita no Little Star Wars', 'Nanatsu no Umi no Tico']"
n-s3663,"Frankenstein’s Monster’s Monster, Frankenstein","['Mushrambo', 'Akazukin Chacha', 'HeatGuy J Special', 'Code Geass: Hangyaku no Lelouch Recaps', 'Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!']"
n-s3664,Angel Beats!,"['Taiho Shichau zo Special', 'Yu☆Gi☆Oh!: Duel Monsters GX', 'xxxHOLiC', 'Elf wo Karu Mono-tachi', 'Spiral: Suiri no Kizuna']"
n-s3665,Anohana: The Flower We Saw That Day,"['Lupin III: Part II', 'Tales of Symphonia The Animation: Sylvarant-hen', 'Shippuu! Iron Leaguer', 'Ai Yori Aoshi', 'Robot Carnival']"
n-s3666,God Eater,"['Lodoss-tou Senki', ""Mahou Shoujo Lyrical Nanoha A's"", 'Lupin III: Lupin Ansatsu Shirei', 'Cardcaptor Sakura Movie 1', 'Tokyo Mew Mew']"
n-s3667,GRANBLUE FANTASY the Animation,"['Soukyuu no Fafner: Dead Aggressor', 'Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin', 'Oh! Edo Rocket', 'Daicon Opening Animations', 'Ihatov Gensou: Kenji no Haru']"
n-s3668,3Below: Tales of Arcadia,"['Busou Renkin', 'Bokura no', 'Junjou Romantica', 'Scrapped Princess', 'Hunter x Hunter: Greed Island']"
n-s3669,4L,"['Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!', 'Shin Getter Robo tai Neo Getter Robo', 'Kyuuketsuhime Miyu (TV)', 'Tales of Symphonia The Animation: Sylvarant-hen', 'X']"
n-s3670,Bonus Family,"['Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'JoJo no Kimyou na Bouken: Adventure', 'Mobile Suit Gundam: The 08th MS Team']"
n-s3671,Cities of Last Things,"['Bakumatsu Kikansetsu Irohanihoheto', 'Blue Gender', 'Saiunkoku Monogatari Recaps', 'Seikai no Senki III', 'Gravitation']"
n-s3672,Extreme Engagement,"['Hayate no Gotoku!', 'Mobile Suit Gundam', 'Andersen Douwa: Ningyohime', 'Lady Georgie', 'Nasu: Andalusia no Natsu']"
n-s3673,Kidnapping Stella,"['Fushigi Yuugi', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Soukyuu no Fafner: Dead Aggressor', 'Usavich II', 'Bubblegum Crisis']"
n-s3674,One Spring Night,"['Macademi Wasshoi!', 'Full Metal Panic! The Second Raid', 'High School! Kimengumi', 'Hi no Tori: Uchuu-hen', 'Red Baron']"
n-s3675,PILI Fantasy: War of Dragons,"['Onegai☆Twins: Natsu wa Owaranai', 'Love Hina', 'Yuusha-Ou GaoGaiGar Final', ""Sketchbook: Full Color's"", 'Baccano!']"
n-s3676,Point Blank,"['Genshiken', 'Nanatsu no Umi no Tico', 'Tenchi Muyou!', 'Suzuka', 'Lodoss-tou Senki']"
n-s3677,The Milk System,"['Stratos 4 Advance Kanketsu-hen', 'Slayers Gorgeous', 'Ojamajo Doremi Na-i-sho', 'Kidou Keisatsu Patlabor 2 the Movie', 'Karas']"
n-s3678,True Tunes,"['Tenchi Muyou! in Love', 'Nasu: Suitcase no Wataridori', 'Minami-ke Okawari', 'Dual! Parallel Lun-Lun Monogatari', 'Trinity Blood']"
n-s3679,Parchís: the Documentary,"['Hidamari Sketch', 'Detective Conan OVA 03: Conan and Heiji and the Vanished Boy', 'True Tears', 'Utawarerumono OVA', 'Doraemon (1979)']"
n-s3680,Aziz Ansari: RIGHT NOW,"[""Bakusou Kyoudai Let's & Go WGP"", 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Dragon Ball Movie 4: Saikyou e no Michi', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden']"
n-s3681,Free Rein,"['Ihatov Gensou: Kenji no Haru', 'Kareshi Kanojo no Jijou', 'Tenchi Muyou! Manatsu no Eve', 'Gegege no Kitarou (2007)', 'Sola Specials']"
n-s3682,"River, el más grande siempre","['Paniponi Dash!', 'Kannagi', 'Detective Conan Movie 08: Magician of the Silver Sky', 'Perfect Blue', 'Glass no Kamen (2005)']"
n-s3683,The Legend of White Snake,"['Gun x Sword', 'Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Kurenai no Buta', 'Soukyuu no Fafner: Dead Aggressor', 'Daicon Opening Animations']"
n-s3684,Cristina,"['The Third: Aoi Hitomi no Shoujo', 'Mahoromatic: Automatic Maiden', 'Tenchi Muyou! Ryououki 3rd Season', 'Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai', 'Sei Juushi Bismarck']"
n-s3685,Kakegurui,"['Kiddy Grade', 'Clannad Movie', 'Hana yori Dango', 'Aa! Megami-sama! (TV)', 'Dash! Kappei']"
n-s3686,Stranger Things,"['Shippuu! Iron Leaguer', 'Jungle wa Itsumo Hare nochi Guu Final', 'Doraemon Movie 25: Nobita no Wan Nyan Jikuuden', 'Future GPX Cyber Formula Zero', 'Kachou Ouji']"
n-s3687,The Last Czars,"['Yomigaeru Sora: Rescue Wings - Saigo no Shigoto', 'Mahoromatic Summer Special', 'Hidamari Sketch x 365', 'Fuujin Monogatari', 'Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu']"
n-s3688,Yummy Mummies,"['Pokemon Advanced Generation', 'R.O.D: Read or Die', 'Mobile Suit Gundam', 'Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials']"
n-s3689,Bangkok Love Stories: Objects of Affection,"['Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori', 'Bleach: The Sealed Sword Frenzy', 'Dokidoki♡Densetsu: Mahoujin Guruguru', 'Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios', 'Genshiken']"
n-s3690,Bangkok Love Stories: Plead,"['Ueki no Housoku', 'Saishuu Heiki Kanojo', 'Last Exile', 'Dokidoki♡Densetsu: Mahoujin Guruguru', 'Tottemo! Luckyman']"
n-s3691,Designated Survivor: 60 Days,"['11-nin Iru!', 'Sakigake!! Otokojuku', 'Zero no Tsukaima', 'Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!', 'Tenjou Tenge: The Past Chapter']"
n-s3692,DreamWorks Kung Fu Panda Awesome Secrets,"['Air Gear Special', 'Mahou Shoujo-tai Arusu', 'Air Movie', 'Mahou no Tenshi Creamy Mami', 'Shin Shirayuki-hime Densetsu Prétear']"
n-s3693,Hatchimals | Adventures in Hatchtopia,"['Kodomo no Omocha (TV)', 'Inukami!', 'Chobits', 'Haikara-san ga Tooru', 'Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""']"
n-s3694,Katherine Ryan: Glitter Room,"['Macross Plus Movie Edition', 'Gravitation: Lyrics of Love', 'Tokimeki Memorial: Only Love', 'Witchblade', 'Kimagure Orange☆Road']"
n-s3695,Molang,"['Mai-Otome', 'Gun x Sword', 'Samurai 7', 'Mazinkaiser: Shitou! Ankoku Dai Shogun', 'Hajime no Ippo: Champion Road']"
n-s3696,Rabbids Invasion,"['Galaxy Angel Z', 'Bokura no', 'Mai-Otome', 'Shijou Saikyou no Deshi Kenichi', 'Slayers Gorgeous']"
n-s3697,Record of Grancrest War,"['Soukyuu no Fafner: Dead Aggressor', 'Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars', 'Memories', 'Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu', 'Kazemakase Tsukikage Ran']"
n-s3698,War Against Women,"['Jigoku Sensei Nube OVA', 'Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi', 'Initial D Extra Stage', 'Densetsu Kyojin Ideon: Hatsudou-hen', 'Shinreigari']"
n-s3699,Inhuman Kiss,"['Pokemon Movie 04: Celebi Toki wo Koeta Deai', 'Lupin III: Walther P38', 'Kirarin☆Revolution', 'Ganbarist! Shun', 'Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka']"
n-s3700,Romeo Akbar Walter,"['Uchuu no Kishi Tekkaman Blade', 'Shoujo Kakumei Utena: Adolescence Mokushiroku', 'Dominion', 'Tenjou Tenge: The Past Chapter', 'Street Fighter II Movie']"
n-s3701,Scare Tactics,"['Urusei Yatsura', 'Maria-sama ga Miteru: Haru Specials', 'Lupin III: Part III', 'Doraemon Movie 17: Nobita to Ginga Express', 'Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari']"
n-s3702,Super Deluxe,"['Saiunkoku Monogatari', 'Mobile Suit Gundam SEED C.E.73: Stargazer', 'Tales of Symphonia The Animation: Sylvarant-hen', 'Aria The Animation', 'Tokyo Marble Chocolate']"
n-s3703,Dope,"['Code Geass: Hangyaku no Lelouch Recaps', 'Lodoss-tou Senki', 'Kimi ga Aruji de Shitsuji ga Ore de', 'D.Gray-man', 'Suzuka']"
n-s3704,El testigo,"['Doraemon Movie 17: Nobita to Ginga Express', 'Uchuu Senkan Yamato 2', 'Ojamajo Doremi Sharp Movie', 'Tokimeki Tonight', 'Mobile Suit Gundam Wing: Endless Waltz']"
n-s3705,Exhibit A,"['Kikoushi Enma', 'Ultra Maniac', 'GetBackers', 'Code Geass: Hangyaku no Lelouch Recaps', 'Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki']"
n-s3706,Instant Hotel,"['Gunslinger Girl', 'Kiba', 'Ouran Koukou Host Club', 'Kaitou Saint Tail', 'Matantei Loki Ragnarok']"
n-s3707,La Leyenda del Diamante,"['Usavich II', 'Fushigi Yuugi', 'X', 'Hatenkou Yuugi', 'Bubblegum Crisis']"
n-s3708,Motown Magic,"['Gate Keepers', 'Galaxy Angel 3 Specials', 'Mahou Shoujo Lyrical Nanoha StrikerS', 'Mushrambo', 'Musekinin Kanchou Tylor']"
n-s3709,Paquita Salas,"['Haibane Renmei', 'InuYasha (TV)', 'Utawarerumono Specials', 'Gokusen', 'One Piece Movie 2: Nejimaki-jima no Daibouken']"
n-s3710,ANIMA,"['Ginga Tetsudou Monogatari', 'Minami-ke Okawari', 'Dai Mahou Touge', 'Doraemon Movie 03: Nobita no Daimakyou', 'Nasu: Suitcase no Wataridori']"
n-s3711,Answer for Heaven,"['Brave Story', 'Robin Hood no Daibouken', 'Potemayo Specials', 'Galaxy Angel', 'Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi']"
n-s3712,Daniel Sosa: Maleducado,"['Kyoushoku Soukou Guyver II', 'Digimon Adventure Movie', 'Magic Knight Rayearth II', 'Bubblegum Crisis Tokyo 2040', 'Oruchuban Ebichu']"
n-s3713,Hikaru Utada Laughter in the Dark Tour 2018,"['Nintama Rantarou', 'Mahoromatic: Motto Utsukushii Mono', 'Pokemon Movie 07: Rekkuu no Houmonsha Deoxys', 'Tongari Boushi no Memole', 'One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!']"
